Transaction_ID,Date,Time,Amount,Merchant,Cardholder_Name,Card_Number,Fraud_Label,Transaction_Type,Device_Used,IP_Address,Location
168383,2023-04-27,22:22:00,1724.66,Big Bazaar,Priya Sharma,4420450700913779,0,Online,Mobile,192.168.152.13,Bangalore
129917,2023-04-01,05:16:00,4233.32,Myntra,Amit Singh,4610300440891003,0,POS,Mobile,192.168.175.237,Mumbai
67923,2023-02-17,04:02:00,1205.81,Big Bazaar,Vikas Verma,4573986689272839,0,POS,Desktop,192.168.11.157,Delhi
153346,2023-04-17,11:45:00,2488.5,Uber,Priya Sharma,4774426849123643,0,ATM Withdrawal,Mobile,192.168.71.142,Kolkata
239222,2023-06-16,03:01:00,2291.88,Swiggy,Rajesh Kumar,4594828901241039,0,Online,Desktop,192.168.102.180,Bangalore
60590,2023-02-12,01:49:00,345.31,Uber,Priya Sharma,4082203922172317,0,ATM Withdrawal,Desktop,192.168.215.191,Hyderabad
187907,2023-05-11,01:38:00,44704.60369807965,Myntra,Rajesh Kumar,4662245628983087,1,International,Laptop,192.168.155.87,Foreign IP
271,2023-01-01,04:30:00,4048.71,Swiggy,Amit Singh,4985838209314384,0,POS,ATM,192.168.224.70,Bangalore
64643,2023-02-14,21:22:00,2685.71,Myntra,Priya Sharma,4213937002687614,0,Online,ATM,192.168.187.232,Hyderabad
233564,2023-06-12,04:43:00,2483.4,Uber,Neha Gupta,4981923828184315,0,POS,Mobile,192.168.58.97,Chennai
140969,2023-04-08,21:28:00,1230.76,Myntra,Priya Sharma,4237591128749005,0,POS,Desktop,192.168.110.127,Chennai
215689,2023-05-30,18:48:00,4438.49,Flipkart,Amit Singh,4711873373939284,0,Online,ATM,192.168.63.155,Hyderabad
236665,2023-06-14,08:24:00,3871.68,Myntra,Rajesh Kumar,4973660278148217,0,POS,Laptop,192.168.159.100,Mumbai
269164,2023-07-06,22:03:00,3482.06,Myntra,Rajesh Kumar,4168453080278210,0,ATM Withdrawal,Laptop,192.168.248.35,Chennai
86496,2023-03-02,01:35:00,1875.21,Amazon,Neha Gupta,4530481302796496,0,ATM Withdrawal,ATM,192.168.212.193,Mumbai
64101,2023-02-14,12:20:00,2668.34,Amazon,Rajesh Kumar,4980586465282614,0,International,Mobile,192.168.191.87,Bangalore
213518,2023-05-29,01:06:00,39473.898531689454,Flipkart,Priya Sharma,4414891560334184,1,Online,Laptop,192.168.133.4,Foreign IP
199142,2023-05-19,07:01:00,1648.48,Uber,Vikas Verma,4251706481646638,0,ATM Withdrawal,Mobile,192.168.66.130,Bangalore
229114,2023-06-09,02:33:00,1766.19,Flipkart,Neha Gupta,4142936022801182,0,Online,ATM,192.168.102.132,Chennai
198002,2023-05-18,12:01:00,4699.91,Swiggy,Priya Sharma,4283270079071794,0,Online,Mobile,192.168.2.122,Mumbai
167926,2023-04-27,14:45:00,3787.54,Myntra,Vikas Verma,4609233733208066,0,ATM Withdrawal,Laptop,192.168.131.229,Delhi
268258,2023-07-06,06:57:00,3319.22,Big Bazaar,Rajesh Kumar,4814521680302803,0,Online,ATM,192.168.193.192,Chennai
172890,2023-05-01,01:29:00,2438.04,Amazon,Amit Singh,4237266703045359,0,International,Laptop,192.168.41.183,Mumbai
238548,2023-06-15,15:47:00,2945.76,Swiggy,Vikas Verma,4467235891718111,0,International,Desktop,192.168.218.219,Kolkata
155152,2023-04-18,17:51:00,732.42,Big Bazaar,Vikas Verma,4228945423786839,0,POS,ATM,192.168.111.106,Chennai
161752,2023-04-23,07:51:00,2625.64,Myntra,Amit Singh,4350176986539242,0,International,ATM,192.168.172.32,Delhi
199537,2023-05-19,13:36:00,1778.41,Big Bazaar,Priya Sharma,4317797965283860,0,Online,ATM,192.168.86.36,Delhi
14555,2023-01-11,02:34:00,1292.46,Flipkart,Neha Gupta,4273311396754870,0,POS,Desktop,192.168.216.119,Delhi
123100,2023-03-27,22:23:00,45872.52113249403,Swiggy,Vikas Verma,4302069793591824,1,International,Laptop,192.168.100.13,Unknown
134278,2023-04-04,12:59:00,31321.857164442896,Myntra,Rajesh Kumar,4701613476032614,1,International,Laptop,192.168.174.81,Foreign IP
269017,2023-07-06,19:36:00,3140.66,Uber,Priya Sharma,4685399193552205,0,Online,Mobile,192.168.20.142,Hyderabad
62420,2023-02-13,08:19:00,2968.06,Amazon,Rajesh Kumar,4258176528098025,0,POS,ATM,192.168.149.70,Hyderabad
248559,2023-06-22,14:38:00,3483.95,Myntra,Vikas Verma,4331715001152003,0,ATM Withdrawal,Desktop,192.168.201.116,Delhi
81600,2023-02-26,15:59:00,3955.77,Flipkart,Priya Sharma,4731078666170511,0,POS,Desktop,192.168.111.125,Delhi
257783,2023-06-29,00:22:00,426.26,Big Bazaar,Amit Singh,4123904744097674,0,POS,Desktop,192.168.135.82,Kolkata
204508,2023-05-23,00:27:00,170.61,Myntra,Priya Sharma,4635976027022849,0,International,Desktop,192.168.231.124,Delhi
218353,2023-06-01,15:12:00,1455.47,Amazon,Amit Singh,4624446501000773,0,Online,ATM,192.168.108.152,Mumbai
130371,2023-04-01,12:50:00,321.64,Uber,Rajesh Kumar,4367480539592745,0,POS,ATM,192.168.168.250,Chennai
41150,2023-01-29,13:49:00,3945.17,Swiggy,Priya Sharma,4847435838828195,0,Online,Desktop,192.168.56.196,Chennai
109335,2023-03-17,22:14:00,2304.21,Big Bazaar,Neha Gupta,4689926520175503,0,International,Mobile,192.168.136.169,Bangalore
128341,2023-03-31,03:00:00,4214.77,Myntra,Rajesh Kumar,4126251325059000,0,POS,Desktop,192.168.231.229,Chennai
43370,2023-01-31,02:49:00,2632.84,Myntra,Priya Sharma,4727320299899164,0,ATM Withdrawal,Laptop,192.168.246.158,Hyderabad
263717,2023-07-03,03:16:00,4063.38,Swiggy,Amit Singh,4096443744262930,0,International,Desktop,192.168.148.100,Mumbai
38935,2023-01-28,00:54:00,4802.41,Big Bazaar,Priya Sharma,4382307536494155,0,POS,Mobile,192.168.75.83,Bangalore
70663,2023-02-19,01:42:00,1015.21,Big Bazaar,Amit Singh,4373000685244075,0,ATM Withdrawal,Desktop,192.168.60.217,Mumbai
43274,2023-01-31,01:13:00,3203.27,Myntra,Priya Sharma,4284040259067057,0,ATM Withdrawal,Mobile,192.168.229.58,Delhi
20316,2023-01-15,02:35:00,27.99,Uber,Rajesh Kumar,4223685856528267,0,Online,ATM,192.168.150.186,Mumbai
131403,2023-04-02,06:02:00,2556.06,Flipkart,Priya Sharma,4728644067469608,0,POS,ATM,192.168.228.202,Mumbai
186489,2023-05-10,12:08:00,1896.3,Myntra,Vikas Verma,4304358018497405,0,ATM Withdrawal,Laptop,192.168.97.246,Hyderabad
120228,2023-03-25,11:47:00,4485.95,Flipkart,Neha Gupta,4516840702950633,0,POS,Mobile,192.168.200.220,Hyderabad
212359,2023-05-28,06:52:00,47366.48711841088,Flipkart,Vikas Verma,4169586310231821,1,International,Mobile,192.168.97.59,Unknown
211217,2023-05-27,16:16:00,2422.76,Uber,Vikas Verma,4579022882713712,0,Online,Laptop,192.168.195.29,Delhi
273162,2023-07-09,16:41:00,3032.88,Myntra,Vikas Verma,4469536179260288,0,International,Mobile,192.168.12.41,Mumbai
209433,2023-05-26,10:32:00,864.79,Uber,Priya Sharma,4229802549484822,0,Online,ATM,192.168.22.95,Hyderabad
7515,2023-01-06,10:26:00,30495.46200301453,Amazon,Rajesh Kumar,4879278502923355,1,Online,Mobile,192.168.64.161,Foreign IP
163923,2023-04-24,20:02:00,1409.71,Myntra,Priya Sharma,4470585885850607,0,International,ATM,192.168.59.235,Mumbai
78673,2023-02-24,15:12:00,2038.9,Amazon,Neha Gupta,4598019552148230,0,ATM Withdrawal,Laptop,192.168.183.189,Delhi
27948,2023-01-20,09:47:00,1365.62,Amazon,Vikas Verma,4518736841392332,0,ATM Withdrawal,Laptop,192.168.69.15,Mumbai
247450,2023-06-21,20:09:00,4885.71,Amazon,Rajesh Kumar,4597946795701796,0,Online,ATM,192.168.35.105,Hyderabad
91568,2023-03-05,14:07:00,4900.1,Myntra,Neha Gupta,4968450702643848,0,ATM Withdrawal,Mobile,192.168.205.237,Bangalore
153675,2023-04-17,17:14:00,4368.73,Big Bazaar,Priya Sharma,4240744191970378,0,International,Desktop,192.168.226.203,Bangalore
262131,2023-07-02,00:50:00,2871.05,Big Bazaar,Amit Singh,4125497788360123,0,Online,Laptop,192.168.106.163,Kolkata
21938,2023-01-16,05:37:00,455.54,Myntra,Priya Sharma,4132180884295676,0,International,Desktop,192.168.140.173,Hyderabad
66519,2023-02-16,04:38:00,1502.0,Big Bazaar,Priya Sharma,4662835942060418,0,International,Desktop,192.168.184.109,Hyderabad
210916,2023-05-27,11:15:00,2880.33,Swiggy,Neha Gupta,4843694648702306,0,Online,ATM,192.168.6.69,Bangalore
72783,2023-02-20,13:02:00,1914.74,Uber,Rajesh Kumar,4191764894104141,0,Online,ATM,192.168.95.113,Chennai
255235,2023-06-27,05:54:00,1084.23,Swiggy,Rajesh Kumar,4450075219960975,0,POS,Mobile,192.168.24.41,Delhi
211923,2023-05-28,04:02:00,4213.97,Amazon,Priya Sharma,4784610930353051,0,ATM Withdrawal,Desktop,192.168.144.86,Hyderabad
224088,2023-06-05,14:47:00,3184.07,Flipkart,Amit Singh,4163993133765604,0,POS,ATM,192.168.99.128,Kolkata
282446,2023-07-16,03:25:00,2434.31,Swiggy,Vikas Verma,4452701372280538,0,Online,Laptop,192.168.13.208,Mumbai
123402,2023-03-27,16:41:00,643.73,Myntra,Vikas Verma,4255950080077555,0,POS,Laptop,192.168.200.108,Chennai
95979,2023-03-08,15:38:00,1285.83,Swiggy,Amit Singh,4224746153386339,0,POS,Laptop,192.168.44.253,Bangalore
218776,2023-06-01,22:15:00,4659.18,Myntra,Neha Gupta,4701069346355267,0,POS,Laptop,192.168.82.125,Hyderabad
65813,2023-02-15,16:52:00,4107.02,Uber,Amit Singh,4430420649184307,0,Online,Mobile,192.168.66.236,Chennai
119415,2023-03-24,22:14:00,2108.86,Uber,Priya Sharma,4025991229960823,0,POS,Laptop,192.168.38.198,Kolkata
220082,2023-06-02,20:01:00,1797.61,Amazon,Neha Gupta,4460226351187161,0,ATM Withdrawal,Laptop,192.168.32.177,Mumbai
194720,2023-05-16,05:19:00,2598.08,Uber,Priya Sharma,4245730366275792,0,ATM Withdrawal,Mobile,192.168.20.44,Chennai
128097,2023-03-30,22:56:00,1412.58,Amazon,Neha Gupta,4395575645837808,0,International,Mobile,192.168.46.67,Mumbai
235319,2023-06-13,09:58:00,730.54,Swiggy,Priya Sharma,4699663157048911,0,Online,ATM,192.168.231.158,Kolkata
20476,2023-01-15,05:15:00,4035.11,Uber,Rajesh Kumar,4457429868970850,0,International,Mobile,192.168.253.50,Mumbai
164902,2023-04-25,20:56:00,43786.99588350545,Uber,Rajesh Kumar,4061548141029717,1,International,Laptop,192.168.157.204,Unknown
97914,2023-03-09,23:53:00,410.16,Big Bazaar,Amit Singh,4697835332953727,0,POS,Mobile,192.168.137.80,Delhi
13868,2023-01-10,15:07:00,1293.0,Swiggy,Neha Gupta,4034753918723110,0,Online,Mobile,192.168.142.103,Hyderabad
192588,2023-05-14,17:47:00,659.42,Amazon,Neha Gupta,4672508532465074,0,POS,Desktop,192.168.75.243,Delhi
222737,2023-06-04,15:11:00,20229.42878919712,Amazon,Priya Sharma,4142902263518262,1,International,Mobile,192.168.123.137,Foreign IP
267528,2023-07-05,18:47:00,2759.34,Swiggy,Priya Sharma,4808399061805469,0,International,Desktop,192.168.88.152,Bangalore
58843,2023-02-10,20:42:00,2673.9,Flipkart,Priya Sharma,4378176845940657,0,International,Mobile,192.168.11.206,Hyderabad
32600,2023-01-23,21:35:00,42961.6680790071,Swiggy,Priya Sharma,4380056601993112,1,International,Mobile,192.168.183.0,Unknown
264988,2023-07-04,05:47:00,36770.57458411153,Uber,Vikas Verma,4139564524775658,1,Online,Laptop,192.168.149.50,Unknown
129970,2023-04-01,06:09:00,2441.02,Big Bazaar,Rajesh Kumar,4040029854529081,0,Online,Desktop,192.168.192.194,Bangalore
261122,2023-07-01,08:01:00,4704.66,Flipkart,Neha Gupta,4481956323570934,0,POS,Laptop,192.168.227.205,Kolkata
112097,2023-03-19,20:16:00,220.21,Amazon,Vikas Verma,4397425979144376,0,International,Desktop,192.168.158.55,Mumbai
194848,2023-05-16,07:27:00,3205.96,Myntra,Vikas Verma,4400602903893663,0,POS,Laptop,192.168.121.43,Chennai
13608,2023-01-10,10:47:00,3421.82,Amazon,Amit Singh,4389032206369511,0,ATM Withdrawal,ATM,192.168.81.52,Kolkata
67534,2023-02-16,21:33:00,4903.73,Swiggy,Neha Gupta,4940573492028819,0,POS,Mobile,192.168.253.131,Bangalore
71536,2023-02-19,16:15:00,1399.15,Myntra,Neha Gupta,4748894235722237,0,Online,Desktop,192.168.111.37,Chennai
175833,2023-05-03,02:32:00,2774.42,Uber,Priya Sharma,4733986892123055,0,Online,Laptop,192.168.55.220,Delhi
87779,2023-03-02,22:58:00,3970.31,Uber,Rajesh Kumar,4260972487347614,0,International,ATM,192.168.46.190,Chennai
126709,2023-03-29,23:48:00,1145.65,Flipkart,Neha Gupta,4534395639782034,0,International,Mobile,192.168.29.212,Delhi
221956,2023-06-04,03:15:00,527.16,Flipkart,Neha Gupta,4920729725159485,0,POS,ATM,192.168.87.236,Bangalore
96384,2023-03-08,22:23:00,4143.62,Swiggy,Rajesh Kumar,4421379395490364,0,POS,Desktop,192.168.21.156,Delhi
120201,2023-03-25,11:20:00,4780.29,Flipkart,Priya Sharma,4229354233753877,0,Online,Laptop,192.168.47.3,Mumbai
188054,2023-05-11,14:13:00,1151.2,Flipkart,Amit Singh,4110222057061773,0,International,Mobile,192.168.23.103,Delhi
43347,2023-01-31,02:26:00,2677.51,Big Bazaar,Amit Singh,4610933646052388,0,International,Desktop,192.168.142.149,Hyderabad
20964,2023-01-15,13:23:00,2542.3,Flipkart,Vikas Verma,4078049565498029,0,POS,Mobile,192.168.52.216,Kolkata
203119,2023-05-22,01:18:00,2961.67,Amazon,Rajesh Kumar,4685013845199857,0,Online,Desktop,192.168.171.225,Chennai
2410,2023-01-02,16:09:00,2275.47,Amazon,Priya Sharma,4927381851749726,0,ATM Withdrawal,Desktop,192.168.127.13,Hyderabad
254868,2023-06-26,23:47:00,1357.8,Swiggy,Amit Singh,4605286397818196,0,Online,ATM,192.168.48.132,Delhi
157620,2023-04-20,10:59:00,898.84,Uber,Vikas Verma,4186123792807407,0,POS,ATM,192.168.126.100,Delhi
11315,2023-01-08,20:34:00,4724.73,Uber,Rajesh Kumar,4355823784403996,0,ATM Withdrawal,ATM,192.168.132.214,Chennai
88804,2023-03-03,16:03:00,4188.72,Myntra,Amit Singh,4494055600704842,0,POS,Mobile,192.168.215.183,Delhi
136974,2023-04-06,02:53:00,4482.27,Big Bazaar,Priya Sharma,4444167806812152,0,POS,Mobile,192.168.117.239,Delhi
174715,2023-05-02,07:54:00,4526.97,Flipkart,Neha Gupta,4720952926949780,0,POS,Desktop,192.168.250.213,Delhi
88191,2023-03-03,05:50:00,4317.59,Amazon,Rajesh Kumar,4540379008540749,0,ATM Withdrawal,ATM,192.168.183.129,Delhi
122240,2023-03-26,21:19:00,3385.3,Big Bazaar,Neha Gupta,4525197048708004,0,International,ATM,192.168.24.214,Delhi
260568,2023-06-30,22:47:00,1679.88,Amazon,Neha Gupta,4179712416252840,0,POS,Mobile,192.168.160.237,Chennai
212461,2023-05-28,13:00:00,2814.99,Myntra,Amit Singh,4808904768229442,0,International,Mobile,192.168.201.79,Hyderabad
188459,2023-05-11,20:58:00,4063.06,Swiggy,Amit Singh,4412766384382803,0,POS,Desktop,192.168.253.253,Chennai
232661,2023-06-11,13:40:00,1431.22,Flipkart,Rajesh Kumar,4240521482480821,0,ATM Withdrawal,ATM,192.168.74.206,Kolkata
252292,2023-06-25,04:51:00,1822.0,Amazon,Neha Gupta,4363507065799576,0,ATM Withdrawal,Desktop,192.168.176.245,Delhi
154635,2023-04-18,09:14:00,486.36,Amazon,Amit Singh,4113569488026255,0,International,ATM,192.168.88.61,Bangalore
130991,2023-04-01,23:10:00,47.93,Myntra,Neha Gupta,4255635937730950,0,ATM Withdrawal,Desktop,192.168.81.171,Chennai
263634,2023-07-03,01:53:00,4629.65,Myntra,Amit Singh,4816417354229387,0,POS,Mobile,192.168.117.24,Bangalore
127013,2023-03-30,04:52:00,3815.89,Swiggy,Vikas Verma,4484007248776865,0,ATM Withdrawal,Desktop,192.168.118.132,Chennai
17652,2023-01-13,06:11:00,1201.3,Myntra,Rajesh Kumar,4304897557114995,0,POS,Laptop,192.168.48.77,Kolkata
200281,2023-05-20,02:00:00,4089.7,Swiggy,Neha Gupta,4767855886499944,0,International,Desktop,192.168.114.167,Bangalore
66370,2023-02-16,02:09:00,3117.39,Flipkart,Vikas Verma,4021288512729933,0,International,Mobile,192.168.109.215,Hyderabad
184069,2023-05-08,19:48:00,3899.34,Myntra,Neha Gupta,4737865574564972,0,Online,ATM,192.168.218.80,Delhi
95072,2023-03-08,00:31:00,2521.25,Flipkart,Neha Gupta,4370714435127129,0,Online,Desktop,192.168.152.98,Hyderabad
271787,2023-07-08,17:46:00,815.52,Flipkart,Vikas Verma,4348897041174176,0,ATM Withdrawal,ATM,192.168.176.71,Mumbai
265427,2023-07-04,07:46:00,1936.19,Myntra,Priya Sharma,4124765392272223,0,Online,Desktop,192.168.57.66,Kolkata
272536,2023-07-09,06:15:00,2560.35,Myntra,Vikas Verma,4598962444301644,0,ATM Withdrawal,Laptop,192.168.204.144,Kolkata
96228,2023-03-08,19:47:00,3387.55,Flipkart,Rajesh Kumar,4200466036580536,0,POS,Mobile,192.168.44.41,Bangalore
71137,2023-02-19,09:36:00,3146.09,Swiggy,Priya Sharma,4075235174936110,0,ATM Withdrawal,Desktop,192.168.10.251,Chennai
264791,2023-07-03,21:10:00,3503.87,Big Bazaar,Vikas Verma,4628911111385880,0,International,Desktop,192.168.148.101,Kolkata
215842,2023-05-30,21:21:00,694.99,Big Bazaar,Priya Sharma,4603019383553381,0,Online,Desktop,192.168.56.219,Delhi
278848,2023-07-13,15:27:00,1102.68,Myntra,Rajesh Kumar,4728258245586529,0,POS,Laptop,192.168.31.210,Hyderabad
75398,2023-02-22,08:37:00,828.73,Swiggy,Rajesh Kumar,4016059979090248,0,Online,Mobile,192.168.112.38,Chennai
139584,2023-04-07,22:23:00,1707.99,Big Bazaar,Vikas Verma,4917337654926176,0,ATM Withdrawal,ATM,192.168.38.147,Bangalore
193572,2023-05-15,10:11:00,1170.67,Amazon,Rajesh Kumar,4686323641265221,0,ATM Withdrawal,Mobile,192.168.78.151,Delhi
219396,2023-06-02,08:35:00,2560.07,Swiggy,Rajesh Kumar,4481363636661665,0,ATM Withdrawal,Desktop,192.168.54.223,Delhi
38554,2023-01-27,18:33:00,443.29,Flipkart,Neha Gupta,4784013836751465,0,Online,ATM,192.168.239.134,Mumbai
61642,2023-02-12,19:21:00,1633.68,Swiggy,Vikas Verma,4854271700041721,0,International,Mobile,192.168.253.162,Bangalore
146424,2023-04-12,16:23:00,3331.47,Flipkart,Neha Gupta,4443095060656621,0,International,ATM,192.168.15.61,Hyderabad
107253,2023-03-16,11:32:00,4930.91,Uber,Amit Singh,4587060170313949,0,ATM Withdrawal,ATM,192.168.23.104,Kolkata
5467,2023-01-04,08:44:00,28275.02330421497,Swiggy,Neha Gupta,4833831569784691,1,International,Laptop,192.168.111.4,Unknown
109861,2023-03-18,07:00:00,542.68,Myntra,Vikas Verma,4167965477477039,0,ATM Withdrawal,ATM,192.168.129.134,Kolkata
123432,2023-03-27,17:11:00,1259.56,Myntra,Rajesh Kumar,4773608776527283,0,International,Desktop,192.168.145.241,Chennai
106158,2023-03-15,17:17:00,849.72,Swiggy,Rajesh Kumar,4452589803388629,0,Online,Laptop,192.168.167.244,Mumbai
67359,2023-02-16,16:01:00,41262.75689238108,Amazon,Rajesh Kumar,4016969189737534,1,Online,Mobile,192.168.144.128,Unknown
51173,2023-02-05,12:52:00,2693.15,Big Bazaar,Neha Gupta,4250772800605160,0,POS,Desktop,192.168.56.168,Bangalore
12836,2023-01-09,21:55:00,3286.54,Amazon,Priya Sharma,4446384652847593,0,Online,Mobile,192.168.51.1,Chennai
183904,2023-05-08,17:03:00,4754.81,Swiggy,Neha Gupta,4639789925239273,0,POS,Laptop,192.168.145.10,Chennai
283585,2023-07-16,22:24:00,4779.44,Swiggy,Amit Singh,4783245658481885,0,POS,Mobile,192.168.194.254,Kolkata
221809,2023-06-04,00:48:00,3370.39,Big Bazaar,Priya Sharma,4882140430354622,0,ATM Withdrawal,Mobile,192.168.149.12,Delhi
245894,2023-06-20,18:13:00,4185.37,Uber,Vikas Verma,4012134358644702,0,International,Desktop,192.168.197.78,Chennai
50100,2023-02-04,18:59:00,4935.36,Myntra,Neha Gupta,4814974296635546,0,ATM Withdrawal,Desktop,192.168.168.189,Kolkata
83095,2023-02-27,16:54:00,2175.37,Flipkart,Vikas Verma,4232337214340561,0,POS,Mobile,192.168.15.66,Mumbai
262158,2023-07-02,01:17:00,4596.85,Flipkart,Rajesh Kumar,4060766461154054,0,Online,Laptop,192.168.190.103,Bangalore
213809,2023-05-29,11:28:00,3828.68,Swiggy,Rajesh Kumar,4614852430397817,0,Online,ATM,192.168.23.182,Delhi
10345,2023-01-08,04:24:00,4526.34,Uber,Priya Sharma,4222420544940510,0,International,ATM,192.168.128.24,Mumbai
167568,2023-04-27,08:47:00,4731.34,Big Bazaar,Neha Gupta,4598251098697634,0,POS,ATM,192.168.237.223,Hyderabad
77722,2023-02-23,23:21:00,665.69,Myntra,Rajesh Kumar,4892710586700246,0,Online,ATM,192.168.125.33,Bangalore
130357,2023-04-01,12:36:00,1445.39,Big Bazaar,Rajesh Kumar,4157794289208149,0,International,Laptop,192.168.27.102,Delhi
141443,2023-04-09,05:22:00,1437.06,Big Bazaar,Rajesh Kumar,4583938177105805,0,ATM Withdrawal,Laptop,192.168.177.70,Delhi
277280,2023-07-12,13:19:00,4249.16,Flipkart,Vikas Verma,4268903007059710,0,POS,Laptop,192.168.165.27,Mumbai
276320,2023-07-11,21:19:00,2042.84,Uber,Rajesh Kumar,4583097906420259,0,Online,Laptop,192.168.165.183,Delhi
4589,2023-01-04,04:28:00,3361.83,Flipkart,Vikas Verma,4509877567728220,0,International,Desktop,192.168.208.236,Delhi
108458,2023-03-17,07:37:00,656.5,Myntra,Amit Singh,4428201644998471,0,POS,Desktop,192.168.75.187,Bangalore
218159,2023-06-01,11:58:00,354.63,Amazon,Vikas Verma,4043183781398213,0,Online,Desktop,192.168.12.48,Mumbai
214638,2023-05-30,01:17:00,3026.37,Myntra,Amit Singh,4916399046239055,0,ATM Withdrawal,Laptop,192.168.99.156,Bangalore
155265,2023-04-18,19:44:00,3063.25,Swiggy,Amit Singh,4167651622684367,0,Online,Mobile,192.168.6.194,Kolkata
238364,2023-06-15,12:43:00,3656.28,Flipkart,Rajesh Kumar,4641932078915030,0,International,Laptop,192.168.162.190,Bangalore
86828,2023-03-02,07:07:00,4578.1,Flipkart,Priya Sharma,4877449328875831,0,ATM Withdrawal,Laptop,192.168.149.156,Mumbai
193571,2023-05-15,10:10:00,771.39,Amazon,Amit Singh,4503540791155336,0,Online,Mobile,192.168.183.74,Chennai
195107,2023-05-16,11:46:00,1930.58,Amazon,Rajesh Kumar,4622665672296566,0,POS,ATM,192.168.14.129,Kolkata
59243,2023-02-11,03:22:00,3701.06,Big Bazaar,Rajesh Kumar,4710081025267731,0,Online,Mobile,192.168.3.92,Kolkata
38342,2023-01-27,15:01:00,4767.01,Swiggy,Neha Gupta,4680034942184151,0,International,ATM,192.168.7.91,Delhi
29919,2023-01-21,18:38:00,2859.97,Big Bazaar,Amit Singh,4708201785321036,0,International,ATM,192.168.31.157,Chennai
26220,2023-01-19,04:59:00,3515.47,Myntra,Priya Sharma,4279553485817202,0,International,Desktop,192.168.94.78,Chennai
66851,2023-02-16,22:31:00,33458.43782012129,Big Bazaar,Rajesh Kumar,4914698579967902,1,Online,Mobile,192.168.57.196,Foreign IP
21414,2023-01-15,20:53:00,3684.72,Amazon,Neha Gupta,4048238095379273,0,ATM Withdrawal,Laptop,192.168.105.204,Hyderabad
101222,2023-03-12,07:01:00,4861.77,Myntra,Rajesh Kumar,4430928476528035,0,International,Laptop,192.168.221.146,Chennai
121799,2023-03-26,13:58:00,2796.18,Uber,Rajesh Kumar,4116762163236607,0,POS,Desktop,192.168.128.90,Bangalore
212627,2023-05-28,15:46:00,2640.82,Swiggy,Priya Sharma,4293053490288591,0,POS,Mobile,192.168.251.184,Chennai
139760,2023-04-08,01:19:00,731.49,Swiggy,Priya Sharma,4381978564809518,0,POS,Mobile,192.168.204.100,Bangalore
251668,2023-06-24,18:27:00,3392.61,Uber,Vikas Verma,4960860239452396,0,Online,Desktop,192.168.107.172,Kolkata
225893,2023-06-06,02:30:00,41963.35160011625,Myntra,Priya Sharma,4783537567662150,1,Online,Mobile,192.168.178.228,Foreign IP
234928,2023-06-13,03:27:00,3481.99,Big Bazaar,Priya Sharma,4011767386190635,0,International,Mobile,192.168.83.99,Chennai
