Transaction_ID,Date,Time,Amount,Merchant,Cardholder_Name,Card_Number,Fraud_Label,Transaction_Type,Device_Used,IP_Address,Location
236473,2023-06-14,19:29:00,26704.42404498033,Uber,Rajesh Kumar,4803651204819857,1,International,Laptop,192.168.36.101,Foreign IP
66142,2023-02-15,14:29:00,36801.75619030133,Uber,Vikas Verma,4510951887029077,1,Online,Mobile,192.168.130.9,Unknown
270023,2023-07-07,12:22:00,1063.07,Uber,Neha Gupta,4888186676701510,0,POS,Mobile,192.168.44.75,Bangalore
149894,2023-04-15,02:13:00,4885.33,Big Bazaar,Amit Singh,4232914894589290,0,International,Laptop,192.168.63.4,Bangalore
108729,2023-03-17,12:08:00,4412.04,Swiggy,Priya Sharma,4856759682038660,0,Online,Desktop,192.168.116.143,Hyderabad
273107,2023-07-09,15:46:00,2038.06,Flipkart,Amit Singh,4488459973233184,0,ATM Withdrawal,Mobile,192.168.247.22,Chennai
236570,2023-06-14,06:49:00,337.51,Amazon,Priya Sharma,4144040664948756,0,International,Mobile,192.168.235.15,Chennai
86988,2023-03-02,09:47:00,2967.84,Flipkart,Neha Gupta,4924806527530464,0,ATM Withdrawal,Desktop,192.168.11.202,Kolkata
161474,2023-04-23,03:13:00,2056.18,Myntra,Vikas Verma,4145116354198926,0,International,Laptop,192.168.120.240,Bangalore
186243,2023-05-10,08:02:00,2140.8,Big Bazaar,Vikas Verma,4215422936127054,0,POS,Mobile,192.168.177.39,Mumbai
61862,2023-02-12,23:01:00,1439.83,Uber,Rajesh Kumar,4206228113767360,0,POS,Laptop,192.168.66.202,Bangalore
139688,2023-04-08,00:07:00,2169.44,Flipkart,Priya Sharma,4338573631309871,0,ATM Withdrawal,Laptop,192.168.42.160,Kolkata
31568,2023-01-22,22:07:00,3264.72,Flipkart,Amit Singh,4849487530272459,0,ATM Withdrawal,ATM,192.168.249.95,Kolkata
50537,2023-02-05,02:16:00,619.59,Big Bazaar,Amit Singh,4500111489125914,0,POS,Desktop,192.168.125.16,Delhi
262624,2023-07-02,09:03:00,749.56,Uber,Vikas Verma,4066662490814491,0,ATM Withdrawal,Laptop,192.168.176.242,Bangalore
46111,2023-02-02,00:30:00,488.44,Swiggy,Neha Gupta,4639835798538622,0,POS,ATM,192.168.38.82,Chennai
188168,2023-05-11,16:07:00,2348.69,Swiggy,Amit Singh,4564598195738642,0,International,ATM,192.168.248.76,Delhi
97754,2023-03-09,21:13:00,2057.45,Uber,Neha Gupta,4304607406869435,0,POS,Laptop,192.168.179.64,Kolkata
33890,2023-01-24,12:49:00,4100.81,Flipkart,Rajesh Kumar,4012610192539340,0,International,ATM,192.168.76.105,Bangalore
249461,2023-06-23,05:40:00,3325.01,Uber,Amit Singh,4391120166142804,0,International,ATM,192.168.129.234,Chennai
40306,2023-01-28,23:45:00,4505.27,Big Bazaar,Amit Singh,4248509824130569,0,POS,Laptop,192.168.32.250,Chennai
135651,2023-04-05,04:50:00,91.44,Flipkart,Vikas Verma,4486532114607713,0,Online,Desktop,192.168.12.223,Kolkata
169070,2023-04-28,09:49:00,4702.71,Amazon,Amit Singh,4844672690927476,0,Online,Mobile,192.168.232.193,Chennai
281831,2023-07-15,17:10:00,2261.56,Swiggy,Rajesh Kumar,4591444255910303,0,Online,Mobile,192.168.105.150,Bangalore
87616,2023-03-02,20:15:00,1644.69,Myntra,Priya Sharma,4978054765322333,0,International,ATM,192.168.15.144,Hyderabad
98680,2023-03-10,12:39:00,183.93,Amazon,Rajesh Kumar,4686265602845049,0,POS,ATM,192.168.78.249,Bangalore
113725,2023-03-20,23:24:00,823.84,Amazon,Rajesh Kumar,4965669406729357,0,Online,Mobile,192.168.92.65,Mumbai
166429,2023-04-26,13:48:00,800.8,Myntra,Neha Gupta,4892546343606643,0,ATM Withdrawal,Mobile,192.168.30.18,Mumbai
182413,2023-05-07,16:12:00,590.31,Flipkart,Vikas Verma,4044203072240792,0,POS,Mobile,192.168.22.152,Chennai
223614,2023-06-05,06:53:00,4111.18,Myntra,Vikas Verma,4365773711251607,0,ATM Withdrawal,Mobile,192.168.8.244,Delhi
20451,2023-01-15,04:50:00,4299.24,Myntra,Amit Singh,4475613744129386,0,International,Mobile,192.168.26.171,Mumbai
219776,2023-06-02,14:55:00,582.54,Swiggy,Rajesh Kumar,4628896491739577,0,POS,Mobile,192.168.161.13,Hyderabad
273927,2023-07-10,05:26:00,1925.82,Flipkart,Vikas Verma,4458762167063823,0,POS,Mobile,192.168.201.216,Chennai
158954,2023-04-21,09:13:00,3735.79,Swiggy,Amit Singh,4661772139177410,0,ATM Withdrawal,Desktop,192.168.249.77,Hyderabad
40445,2023-01-29,02:04:00,1630.26,Myntra,Rajesh Kumar,4109965547484094,0,POS,ATM,192.168.84.230,Chennai
85816,2023-03-01,14:15:00,892.21,Big Bazaar,Priya Sharma,4688682051201856,0,International,Desktop,192.168.180.91,Delhi
109884,2023-03-18,07:23:00,3425.65,Flipkart,Neha Gupta,4042215068972716,0,POS,Laptop,192.168.154.60,Mumbai
121089,2023-03-26,02:08:00,3481.92,Amazon,Priya Sharma,4763515115295000,0,Online,Mobile,192.168.233.179,Delhi
259801,2023-06-30,10:00:00,4953.53,Flipkart,Rajesh Kumar,4849313817519975,0,International,ATM,192.168.168.51,Hyderabad
93495,2023-03-06,22:14:00,564.25,Swiggy,Priya Sharma,4117967173924155,0,International,Mobile,192.168.155.59,Bangalore
247093,2023-06-21,14:12:00,1593.37,Big Bazaar,Amit Singh,4988142748953473,0,ATM Withdrawal,Mobile,192.168.110.118,Bangalore
247892,2023-06-22,03:31:00,331.59,Flipkart,Vikas Verma,4739527392271792,0,Online,Desktop,192.168.180.102,Bangalore
240237,2023-06-16,19:56:00,1630.42,Uber,Amit Singh,4542510980429576,0,POS,ATM,192.168.109.63,Kolkata
139203,2023-04-07,16:02:00,3445.14,Myntra,Rajesh Kumar,4197501730113404,0,POS,Mobile,192.168.29.139,Mumbai
116254,2023-03-22,17:33:00,3667.51,Myntra,Amit Singh,4453592585186782,0,Online,ATM,192.168.234.153,Delhi
216059,2023-05-31,00:58:00,508.75,Uber,Vikas Verma,4752807217780937,0,International,Desktop,192.168.31.252,Delhi
87331,2023-03-02,15:30:00,1802.5,Big Bazaar,Priya Sharma,4518801096295493,0,Online,ATM,192.168.59.171,Chennai
280775,2023-07-14,23:34:00,4528.6,Myntra,Vikas Verma,4456864994098319,0,POS,Mobile,192.168.28.128,Kolkata
222447,2023-06-04,11:26:00,2898.66,Flipkart,Vikas Verma,4824938985113787,0,POS,Mobile,192.168.37.206,Chennai
229626,2023-06-09,11:05:00,628.39,Flipkart,Rajesh Kumar,4565310241822228,0,POS,ATM,192.168.205.172,Bangalore
143162,2023-04-10,10:01:00,1489.39,Myntra,Neha Gupta,4370508918583358,0,ATM Withdrawal,Mobile,192.168.53.79,Bangalore
16213,2023-01-12,06:12:00,2493.76,Flipkart,Neha Gupta,4587184182128630,0,ATM Withdrawal,Laptop,192.168.104.241,Chennai
69026,2023-02-17,22:25:00,230.67,Amazon,Rajesh Kumar,4452318242169420,0,Online,Laptop,192.168.17.25,Kolkata
155530,2023-04-19,00:09:00,3583.69,Uber,Priya Sharma,4062720071460749,0,International,Mobile,192.168.15.247,Hyderabad
55497,2023-02-08,12:56:00,2783.93,Myntra,Priya Sharma,4761191222174031,0,International,Mobile,192.168.53.51,Chennai
76911,2023-02-23,09:50:00,914.92,Amazon,Amit Singh,4398495344670867,0,Online,ATM,192.168.184.4,Hyderabad
102216,2023-03-12,23:35:00,1805.04,Big Bazaar,Rajesh Kumar,4556938227270469,0,Online,Desktop,192.168.47.0,Hyderabad
49085,2023-02-04,02:04:00,938.3,Swiggy,Amit Singh,4805791688154841,0,ATM Withdrawal,Desktop,192.168.194.194,Delhi
104018,2023-03-14,15:31:00,45472.4386306972,Big Bazaar,Priya Sharma,4962996677717742,1,International,Laptop,192.168.30.248,Foreign IP
58659,2023-02-10,17:38:00,757.06,Swiggy,Priya Sharma,4283154947961181,0,International,Desktop,192.168.205.226,Bangalore
196452,2023-05-17,10:11:00,4485.9,Flipkart,Priya Sharma,4113975627881713,0,POS,Desktop,192.168.45.175,Delhi
177788,2023-05-04,11:07:00,881.34,Myntra,Vikas Verma,4216773438642135,0,POS,Desktop,192.168.67.71,Kolkata
133985,2023-04-04,01:04:00,1890.74,Uber,Vikas Verma,4946398793073800,0,Online,Laptop,192.168.76.73,Delhi
126513,2023-03-29,20:32:00,2315.13,Amazon,Amit Singh,4882579552215472,0,Online,Mobile,192.168.136.52,Bangalore
135033,2023-04-04,18:32:00,3786.99,Big Bazaar,Neha Gupta,4665560410387419,0,POS,Mobile,192.168.148.1,Chennai
79196,2023-02-24,23:55:00,2156.42,Flipkart,Rajesh Kumar,4223107590840662,0,ATM Withdrawal,ATM,192.168.181.153,Hyderabad
49596,2023-02-04,10:35:00,4793.93,Uber,Rajesh Kumar,4801325402694686,0,International,ATM,192.168.95.195,Hyderabad
146573,2023-04-12,18:52:00,2593.52,Uber,Rajesh Kumar,4201143625609732,0,International,ATM,192.168.168.157,Delhi
48548,2023-02-03,17:07:00,1531.62,Big Bazaar,Amit Singh,4836975231311074,0,International,Mobile,192.168.163.49,Hyderabad
172471,2023-04-30,18:30:00,335.67,Flipkart,Neha Gupta,4431674502813056,0,ATM Withdrawal,ATM,192.168.7.190,Hyderabad
114452,2023-03-21,11:31:00,3614.1,Myntra,Vikas Verma,4981311781747723,0,ATM Withdrawal,Laptop,192.168.191.74,Mumbai
4293,2023-01-03,23:32:00,2833.59,Big Bazaar,Rajesh Kumar,4053044522361546,0,International,ATM,192.168.149.99,Mumbai
271024,2023-07-08,05:03:00,1040.4,Myntra,Neha Gupta,4226264326039975,0,International,Mobile,192.168.64.116,Hyderabad
275335,2023-07-11,04:54:00,3760.47,Big Bazaar,Amit Singh,4712241722628813,0,POS,Laptop,192.168.85.69,Mumbai
38463,2023-01-27,17:02:00,3074.38,Uber,Neha Gupta,4289388464456853,0,Online,Desktop,192.168.30.95,Chennai
108943,2023-03-17,15:42:00,3254.36,Myntra,Rajesh Kumar,4052538180652026,0,International,ATM,192.168.191.202,Kolkata
185729,2023-05-09,23:28:00,3418.61,Swiggy,Vikas Verma,4000442946960109,0,ATM Withdrawal,ATM,192.168.184.142,Mumbai
236861,2023-06-14,11:40:00,458.79,Swiggy,Rajesh Kumar,4287409646465321,0,POS,ATM,192.168.56.129,Kolkata
12691,2023-01-09,19:30:00,2961.73,Amazon,Rajesh Kumar,4032404297110153,0,ATM Withdrawal,Mobile,192.168.170.254,Kolkata
9322,2023-01-07,11:21:00,4424.53,Flipkart,Neha Gupta,4859323103116819,0,ATM Withdrawal,Laptop,192.168.40.66,Chennai
250716,2023-06-24,02:35:00,829.23,Big Bazaar,Neha Gupta,4960946924034716,0,International,ATM,192.168.62.8,Chennai
137365,2023-04-06,09:24:00,4775.93,Flipkart,Priya Sharma,4155991966438054,0,Online,ATM,192.168.95.151,Hyderabad
195295,2023-05-16,14:54:00,1431.3,Amazon,Priya Sharma,4464798344017641,0,International,Laptop,192.168.221.152,Chennai
152222,2023-04-16,17:01:00,2682.56,Uber,Neha Gupta,4845190899747328,0,ATM Withdrawal,ATM,192.168.99.193,Bangalore
79819,2023-02-25,10:18:00,2923.41,Amazon,Rajesh Kumar,4049006399978331,0,International,Mobile,192.168.248.111,Chennai
69333,2023-02-18,03:32:00,3881.02,Uber,Vikas Verma,4430425694510868,0,International,Mobile,192.168.92.201,Mumbai
221608,2023-06-03,21:27:00,1899.51,Amazon,Rajesh Kumar,4395622505564859,0,International,ATM,192.168.85.130,Chennai
99984,2023-03-11,10:23:00,1781.62,Myntra,Vikas Verma,4325411515559351,0,Online,Laptop,192.168.129.237,Delhi
252433,2023-06-25,07:12:00,4748.08,Swiggy,Rajesh Kumar,4172790081673670,0,ATM Withdrawal,Mobile,192.168.4.31,Hyderabad
260279,2023-06-30,17:58:00,4454.91,Swiggy,Amit Singh,4735250006409010,0,POS,Mobile,192.168.166.49,Delhi
18373,2023-01-13,18:12:00,3183.65,Flipkart,Neha Gupta,4292210741504043,0,POS,ATM,192.168.250.41,Bangalore
137827,2023-04-06,17:06:00,1671.97,Flipkart,Neha Gupta,4812797263792109,0,Online,ATM,192.168.77.201,Chennai
15946,2023-01-12,01:45:00,2735.78,Flipkart,Neha Gupta,4081119256998848,0,International,Desktop,192.168.252.89,Chennai
218579,2023-06-01,09:02:00,42617.7904945973,Myntra,Rajesh Kumar,4143592632818655,1,International,Laptop,192.168.15.231,Foreign IP
244387,2023-06-19,17:06:00,3396.5,Big Bazaar,Rajesh Kumar,4661689474790829,0,Online,Laptop,192.168.120.179,Mumbai
276875,2023-07-12,06:34:00,3545.85,Swiggy,Priya Sharma,4128763116601081,0,POS,ATM,192.168.170.82,Chennai
26076,2023-01-19,02:35:00,1904.04,Swiggy,Amit Singh,4973600725464731,0,POS,ATM,192.168.202.100,Mumbai
112158,2023-03-19,21:17:00,2250.31,Swiggy,Vikas Verma,4940299307522474,0,International,Laptop,192.168.23.179,Delhi
149353,2023-04-14,17:12:00,4911.6,Swiggy,Neha Gupta,4010894643844662,0,International,ATM,192.168.86.145,Chennai
114590,2023-03-21,13:49:00,3850.17,Uber,Priya Sharma,4925381129314236,0,International,ATM,192.168.186.22,Kolkata
178979,2023-05-05,23:18:00,49805.615878817975,Uber,Neha Gupta,4170337716005499,1,International,Laptop,192.168.247.234,Unknown
